T000001 Cream,Bagels,Oranges,Nuts,Soda
T000403 Soap,Tea,Milk,Dish_Soap,Detergent,Nuts
T000404 Donuts,Tomatoes,Cheese,Bananas,Pork,Apples
T000405 Chicken,Vegetables,Soap,Frozen_Dinners,Cookies
T000406 Dish_Soap,Shampoo,Muffins
T000407 Turkey,Tea,Paper_Towels,Coffee
T000408 Oranges,Tea,Tomatoes,Detergent,Ice_Cream
T000409 Lettuce,Shampoo,Soap,Cream,Crackers
T000410 Peanut_Butter,Bread,Chips,Nuts,Deodorant,Milk,Turkey,Frozen_Dinners
T000411 Detergent,Beef,Deodorant
T000412 Dip,Soda,Chips,Tomatoes,Croissants,Frozen_Vegetables,Cream,Paper_Towels
T000413 Juice,Apples,Toothpaste
T000414 Nuts,Frozen_Dinners,Chocolate,Oranges,Cookies,Apples,Yogurt
T000415 Bananas,Milk,Water,Cookies,Croissants,Chocolate,Trash_Bags,Tomatoes,Coffee
T000416 Pork,Coffee
T000417 Dip,Chips,Shampoo,Beef,Lettuce
T000418 Ice_Cream,Whipped_Cream,Bagels,Detergent,Butter,Bread,Bananas
T000419 Trash_Bags,Cheese
T000420 Bread,Cheese
T000421 Tomato_Sauce,Pasta,Juice,Turkey,Trash_Bags,Deodorant,Ice_Cream,Cheese,Paper_Towels
T000422 Soda,Cookies,Water,Detergent,Frozen_Vegetables,Beef,Bananas
T000423 Milk,Bread,Soap,Butter,Cheese,Dish_Soap,Cookies
T000424 Muffins,Soap,Turkey,Milk,Bagels,Water,Frozen_Pizza,Apples
T000425 Donuts,Bananas,Chips,Toothpaste
T000426 Oranges,Paper_Towels,Frozen_Dinners,Tea
T000427 Shampoo,Milk,Detergent,Beef,Bread,Lettuce,Paper_Towels,Bagels
T000428 Ice_Cream,Whipped_Cream,Beef,Toothpaste,Shampoo,Cookies
T000429 Salsa,Chips,Frozen_Dinners,Cookies,Ice_Cream,Donuts,Detergent,Coffee
T000430 Paper_Towels,Croissants
T000431 Lettuce,Crackers,Cream,Trash_Bags,Frozen_Pizza,Croissants
T000432 Paper_Towels,Frozen_Dinners
T000433 Bagels,Tea,Detergent,Pork,Lettuce,Croissants,Yogurt
T000434 Frozen_Vegetables,Toothpaste,Oranges,Turkey,Soap
T000435 Cream,Bagels,Croissants,Cookies,Chips
T000436 Tomatoes,Frozen_Dinners,Fish,Apples,Nuts,Muffins,Pork,Cookies
T000437 Frozen_Dinners,Butter,Cheese,Dish_Soap
T000438 Shampoo,Tea,Soap,Fish,Frozen_Vegetables,Cheese
T000439 Pork,Lettuce,Bagels
T000440 Tea,Paper_Towels,Pork,Cookies
T000441 Soda,Chips,Paper_Towels,Nuts,Frozen_Dinners,Turkey,Cream
T000442 Beef,Ice_Cream,Bagels,Pork,Soap,Apples
T000443 Soap,Apples,Fish,Bagels,Muffins,Ice_Cream
T000444 Chocolate_Syrup,Whipped_Cream,Trash_Bags,Chocolate,Crackers
T000445 Ice_Cream,Juice,Water,Apples
T000446 Butter,Detergent,Dish_Soap
T000447 Tomato_Sauce,Cheese,Juice,Dish_Soap,Cookies
T000448 Milk,Juice,Tea,Toothpaste,Crackers,Turkey
T000449 Chicken,Frozen_Pizza,Chocolate,Tomatoes
T000450 Chips,Soda,Croissants,Toothpaste,Shampoo,Lettuce
T000451 Muffins,Yogurt
T000452 Dish_Soap,Apples,Bread,Trash_Bags,Water
T000453 Cereal,Bananas,Chicken,Ice_Cream,Frozen_Dinners
T000454 Beef,Chicken,Deodorant,Soap,Tea,Pork,Cream
T000455 Crackers,Frozen_Vegetables,Muffins,Turkey
T000456 Apples,Donuts,Toothpaste,Detergent,Paper_Towels,Bread
T000457 Deodorant,Frozen_Dinners,Paper_Towels,Shampoo,Butter,Bagels,Soap
T000458 Chocolate,Frozen_Vegetables
T000459 Soda,Dip,Butter,Beef,Muffins,Chocolate,Bagels,Tomatoes,Pork,Trash_Bags
T000460 Salsa,Beer,Chicken,Frozen_Vegetables,Crackers,Fish
T000461 Salsa,Chips,Lettuce,Bread,Chicken,Tea,Pork,Deodorant,Frozen_Pizza
T000462 Soap,Frozen_Vegetables,Apples
T000463 Fish,Deodorant,Tomatoes,Detergent,Donuts,Turkey,Bagels,Cheese
T000464 Water,Crackers,Trash_Bags,Nuts,Ice_Cream
T000465 Tomatoes,Trash_Bags,Bananas,Turkey,Milk
T000466 Trash_Bags,Butter,Toothpaste,Bread
T000467 Chicken,Muffins,Soap
T000468 Soda,Dip,Yogurt,Lettuce,Bananas,Paper_Towels,Butter,Chips
T000469 Soda,Yogurt,Nuts,Shampoo,Apples,Frozen_Dinners
T000470 Frozen_Pizza,Dish_Soap,Trash_Bags,Juice,Crackers,Toothpaste
T000471 Pork,Apples,Turkey,Crackers,Ice_Cream,Chips
T000472 Peanut_Butter,Bread,Water,Cheese,Chips,Frozen_Vegetables
T000473 Tea,Apples,Lettuce
T000474 Bananas,Frozen_Pizza,Oranges,Water
T000475 Crackers,Apples,Bananas,Nuts,Chicken,Milk,Coffee
T000476 Vegetables,Chicken,Fish,Nuts
T000477 Muffins,Chips
T000478 Crackers,Soda,Tea,Deodorant,Dish_Soap
T000479 Chocolate,Pork,Bread
T000480 Shampoo,Chocolate
T000481 Chicken,Detergent,Oranges,Soap,Coffee,Donuts,Ice_Cream
T000482 Deodorant,Paper_Towels,Donuts
T000483 Lettuce,Donuts,Apples,Soda,Detergent,Croissants,Chocolate
T000484 Jelly,Peanut_Butter,Bananas,Dish_Soap
T000485 Soda,Dip,Ice_Cream,Chips,Tea,Butter
T000486 Dish_Soap,Water,Cream,Chips,Crackers,Turkey
T000487 Chips,Juice,Water,Detergent,Bagels,Crackers,Chocolate,Soda
T000488 Lettuce,Tomatoes,Beef,Frozen_Pizza,Oranges,Chicken,Detergent
T000489 Chips,Shampoo,Frozen_Vegetables,Tea
T000490 Juice,Lettuce
T000491 Shampoo,Bread,Nuts,Cookies,Toothpaste
T000492 Coffee,Sugar,Trash_Bags,Croissants,Turkey
T000493 Paper_Towels,Chocolate,Cookies,Juice,Bananas,Apples
T000494 Dish_Soap,Soap,Frozen_Vegetables,Milk,Detergent,Cream,Cheese,Chips
T000495 Butter,Shampoo,Lettuce,Water,Soap,Chips
T000496 Chicken,Pork,Muffins
T000497 Ice_Cream,Whipped_Cream,Croissants,Bagels,Detergent
T000498 Toothpaste,Shampoo,Frozen_Dinners,Soda,Coffee,Turkey
T000499 Cheese,Tomato_Sauce,Chocolate,Toothpaste,Apples,Milk,Butter,Bananas,Croissants,Lettuce
T000500 Chicken,Rice,Cookies,Apples,Juice,Pork,Fish,Chips,Bread,Oranges
T000501 Tomato_Sauce,Cheese,Lettuce,Oranges,Chicken,Donuts,Soap,Juice
T000502 Cheese,Chicken
T000503 Chips,Milk,Turkey,Soap,Juice
T000504 Fish,Frozen_Dinners,Trash_Bags,Dish_Soap,Shampoo,Ice_Cream
T000505 Bread,Jelly,Crackers,Soda,Soap,Dish_Soap,Pork,Coffee,Butter
T000506 Toothpaste,Ice_Cream,Bananas,Dish_Soap,Donuts
T000507 Deodorant,Donuts,Shampoo,Apples
T000508 Nuts,Butter,Apples,Chicken,Juice,Tomatoes
T000509 Pork,Chicken,Crackers,Bagels,Apples
T000510 Tomatoes,Beef,Hamburger_Buns,Croissants,Chicken,Nuts
T000511 Butter,Bread,Fish,Coffee,Cookies,Paper_Towels,Cheese
T000512 Milk,Bananas,Butter
T000513 Donuts,Yogurt,Chicken,Ice_Cream,Chips,Oranges,Soap
T000514 Tea,Frozen_Pizza,Detergent,Muffins,Dish_Soap
T000515 Chips,Apples,Fish,Yogurt,Shampoo,Detergent
T000516 Frozen_Dinners,Apples,Bagels,Toothpaste,Donuts,Crackers
T000517 Frozen_Pizza,Muffins,Beef
T000518 Tea,Bananas,Milk,Yogurt,Shampoo,Beef,Cheese,Nuts
T000519 Peanut_Butter,Bread,Ice_Cream,Detergent,Croissants,Lettuce,Juice,Trash_Bags
T000520 Cheese,Soap,Deodorant
T000521 Peanut_Butter,Bread,Apples,Beef,Paper_Towels,Frozen_Vegetables,Deodorant,Fish
T000522 Cookies,Muffins,Butter,Detergent,Toothpaste,Water
T000523 Tomatoes,Hamburger_Buns,Lettuce,Chocolate,Butter,Pork
T000524 Pork,Bananas,Chips,Donuts,Tomatoes
T000525 Coffee,Cream,Frozen_Vegetables,Tea
T000526 Detergent,Frozen_Dinners,Oranges,Apples
T000527 Tea,Chips
T000528 Chocolate_Syrup,Ice_Cream,Pork,Lettuce,Chocolate,Detergent,Deodorant,Trash_Bags,Frozen_Dinners
T000529 Cream,Nuts,Soda,Tea,Detergent,Turkey
T000530 Bread,Milk,Toothpaste,Soap,Trash_Bags,Coffee,Water,Frozen_Pizza
T000531 Soda,Fish,Cheese,Bread,Bananas
T000532 Bread,Butter,Chicken,Soda,Oranges,Water,Croissants
T000533 Dish_Soap,Milk,Detergent,Frozen_Pizza,Deodorant,Crackers
T000534 Ice_Cream,Whipped_Cream,Crackers,Cookies
T000535 Fish,Cream,Juice
T000536 Frozen_Vegetables,Coffee,Donuts,Deodorant
T000537 Ice_Cream,Whipped_Cream,Soap,Croissants,Muffins,Yogurt,Cheese
T000538 Tomatoes,Deodorant,Detergent,Frozen_Dinners
T000539 Coffee,Cream,Donuts,Water,Trash_Bags,Turkey,Soap
T000540 Pork,Turkey
T000541 Ice_Cream,Apples,Tea,Soap,Cheese,Chicken
T000542 Donuts,Oranges,Bread,Trash_Bags,Toothpaste,Chocolate,Shampoo,Muffins
T000543 Deodorant,Toothpaste,Water,Cookies,Bananas,Chips
T000544 Muffins,Toothpaste,Chicken,Nuts,Coffee,Butter,Tea,Bread
T000545 Detergent,Water,Butter
T000546 Cookies,Shampoo
T000547 Rice,Vegetables,Chicken,Frozen_Dinners,Deodorant
T000548 Peanut_Butter,Jelly,Cheese,Apples,Detergent,Nuts,Pork,Chocolate,Water,Paper_Towels
T000549 Vegetables,Rice,Bread,Frozen_Pizza,Chips,Bagels
T000550 Chips,Ice_Cream
T000551 Coffee,Dish_Soap,Detergent
T000552 Coffee,Bagels,Tomatoes,Water
T000553 Lettuce,Juice,Shampoo,Chicken,Frozen_Vegetables,Paper_Towels,Tea
T000554 Paper_Towels,Tomatoes,Butter,Dish_Soap,Soda
T000555 Sugar,Coffee,Croissants,Frozen_Vegetables,Tea,Milk
T000556 Jelly,Peanut_Butter,Chocolate,Bananas
T000557 Croissants,Tea,Cream,Chocolate,Dish_Soap,Yogurt
T000558 Bread,Oranges,Milk
T000559 Trash_Bags,Detergent,Cream,Donuts,Croissants,Deodorant,Frozen_Pizza
T000560 Chicken,Bananas,Cream,Soda,Dish_Soap,Juice,Cheese
T000561 Cookies,Apples,Frozen_Dinners,Milk,Juice
T000562 Donuts,Tomatoes,Milk,Soap,Coffee
T000563 Trash_Bags,Oranges,Frozen_Dinners,Chicken,Butter,Apples,Bagels,Bananas
T000564 Pork,Chicken,Yogurt,Beef,Juice
T000565 Cereal,Milk,Juice,Bananas,Cream
T000566 Lettuce,Muffins,Croissants,Cheese,Donuts,Bagels
T000567 Tomato_Sauce,Pasta,Detergent,Cheese,Butter
T000568 Milk,Cereal,Toothpaste
T000569 Crackers,Nuts,Fish,Bread
T000570 Sugar,Cream,Paper_Towels,Muffins,Tomatoes,Bananas,Bagels
T000571 Beer,Chips,Tomatoes,Cookies,Water,Cream,Bagels
T000572 Vegetables,Chicken,Bagels,Bread,Yogurt,Ice_Cream,Tomatoes,Fish
T000573 Sugar,Coffee,Oranges,Yogurt,Crackers,Croissants,Soda,Pork,Beef,Ice_Cream
T000574 Vegetables,Rice,Oranges,Lettuce,Chips,Dish_Soap
T000575 Turkey,Chocolate
T000576 Water,Lettuce,Frozen_Dinners,Dish_Soap,Cookies,Coffee,Frozen_Vegetables,Chips
T000577 Cream,Sugar,Chips,Bread,Lettuce,Turkey,Frozen_Dinners
T000578 Fish,Shampoo
T000579 Soda,Fish
T000580 Tomatoes,Lettuce,Butter,Juice,Chocolate,Fish,Paper_Towels
T000581 Cream,Coffee,Muffins,Frozen_Dinners,Beef,Bananas,Fish,Chocolate,Cookies
T000582 Tomatoes,Butter,Donuts,Detergent,Muffins
T000583 Tomatoes,Beef,Chips,Yogurt,Turkey,Trash_Bags
T000584 Bread,Peanut_Butter,Juice,Apples,Detergent,Toothpaste
T000585 Water,Paper_Towels,Oranges,Lettuce
T000586 Muffins,Bagels,Soda,Milk,Frozen_Dinners,Frozen_Pizza,Tomatoes
T000587 Fish,Detergent,Oranges,Frozen_Vegetables,Dish_Soap,Juice,Soda
T000588 Chips,Dip,Donuts,Oranges,Milk,Beef
T000589 Turkey,Dish_Soap,Muffins,Deodorant,Fish,Donuts
T000590 Salsa,Beer,Frozen_Pizza,Donuts,Turkey
T000591 Bagels,Cream,Pork,Butter,Oranges
T000592 Oranges,Milk,Detergent,Shampoo
T000593 Tea,Yogurt,Soap,Chicken,Croissants,Beef,Bananas,Soda
T000594 Beef,Ice_Cream,Juice,Chocolate,Bananas,Cheese,Frozen_Pizza
T000595 Rice,Chicken,Soap,Chips,Chocolate,Shampoo,Tea,Juice
T000596 Toothpaste,Ice_Cream,Paper_Towels,Pork,Detergent
T000597 Hamburger_Buns,Tomatoes,Lettuce,Shampoo,Tea,Frozen_Vegetables,Croissants,Cream,Bread,Toothpaste
T000598 Bread,Butter,Soap,Juice,Tea,Donuts
T000599 Bagels,Muffins
T000600 Dish_Soap,Croissants,Turkey,Milk
T000601 Apples,Oranges,Bread,Frozen_Dinners,Trash_Bags
T000602 Butter,Bread,Milk,Cream
T000603 Fish,Frozen_Vegetables
T000604 Coffee,Sugar,Soda,Dish_Soap,Detergent,Juice,Bagels
T000605 Muffins,Detergent,Frozen_Vegetables,Donuts,Nuts
T000606 Tea,Chips,Pork,Beef,Water,Tomatoes
T000607 Croissants,Cheese,Oranges,Trash_Bags
T000608 Butter,Bread,Cookies,Tomatoes,Pork,Dish_Soap,Ice_Cream,Yogurt,Bananas
T000609 Cheese,Oranges,Frozen_Pizza,Frozen_Vegetables,Dish_Soap
T000610 Whipped_Cream,Chocolate_Syrup,Butter,Bread,Paper_Towels
T000611 Tea,Cookies,Juice
T000612 Frozen_Pizza,Bananas,Frozen_Vegetables,Lettuce
T000613 Ice_Cream,Yogurt,Turkey,Pork,Cream,Paper_Towels
T000614 Pork,Frozen_Pizza
T000615 Cookies,Chicken,Frozen_Dinners,Turkey,Paper_Towels,Soap,Ice_Cream
T000616 Nuts,Muffins,Soap,Lettuce,Coffee,Apples,Bananas,Deodorant
T000617 Chicken,Cookies,Fish
T000618 Frozen_Pizza,Paper_Towels,Chips,Muffins
T000619 Cheese,Shampoo,Oranges,Cookies,Deodorant
T000620 Nuts,Fish,Chocolate
T000621 Milk,Bananas,Tomatoes,Apples,Frozen_Vegetables,Donuts,Cheese,Ice_Cream,Tea,Shampoo
T000622 Whipped_Cream,Chocolate_Syrup,Muffins,Cookies,Ice_Cream,Coffee,Lettuce
T000623 Chocolate,Muffins,Chicken,Toothpaste,Lettuce,Ice_Cream,Oranges
T000624 Detergent,Beef,Yogurt
T000625 Milk,Dish_Soap,Apples,Paper_Towels,Cream,Water
T000626 Paper_Towels,Bread,Yogurt,Frozen_Dinners,Deodorant,Turkey,Ice_Cream,Shampoo
T000627 Milk,Tea,Bread,Chicken
T000628 Beef,Pork,Fish,Tomatoes,Turkey,Muffins,Tea,Chips
T000629 Tomatoes,Water,Chocolate,Crackers,Trash_Bags,Chips
T000630 Chips,Beer,Cookies,Pork,Bagels,Bananas,Tomatoes,Lettuce
T000631 Cheese,Coffee,Lettuce,Soap,Shampoo,Oranges,Bananas,Detergent
T000632 Fish,Tomatoes,Crackers,Chocolate,Beef,Trash_Bags,Dish_Soap
T000633 Chicken,Muffins
T000634 Frozen_Pizza,Croissants,Soda,Frozen_Dinners
T000635 Dish_Soap,Toothpaste,Apples,Paper_Towels,Trash_Bags,Crackers,Lettuce
T000636 Paper_Towels,Cream
T000637 Cheese,Soap,Beef,Fish,Ice_Cream,Oranges
T000638 Toothpaste,Water,Crackers,Lettuce
T000639 Muffins,Bagels,Chocolate,Frozen_Vegetables,Tomatoes
T000640 Cream,Coffee,Tea,Milk,Donuts,Frozen_Vegetables,Frozen_Dinners,Juice,Oranges,Frozen_Pizza
T000641 Detergent,Turkey,Chocolate,Croissants,Muffins,Chips,Deodorant
T000642 Tea,Chips
T000643 Soap,Cheese,Turkey,Shampoo,Beef,Chicken,Ice_Cream,Cream
T000644 Chicken,Ice_Cream
T000645 Croissants,Bread,Fish,Dish_Soap,Milk
T000646 Vegetables,Rice,Crackers,Donuts,Yogurt,Muffins,Tea
T000647 Chips,Pork,Juice,Apples,Cheese
T000648 Bread,Jelly,Frozen_Dinners,Butter,Soap,Yogurt,Beef,Frozen_Pizza
T000649 Peanut_Butter,Jelly,Apples,Shampoo,Turkey,Frozen_Vegetables,Tomatoes,Frozen_Pizza,Juice
T000650 Milk,Trash_Bags,Tea,Paper_Towels,Cream,Juice,Bagels
T000651 Soda,Ice_Cream,Paper_Towels
T000652 Milk,Cereal,Deodorant,Dish_Soap
T000653 Chicken,Vegetables,Cookies,Tea,Shampoo,Bagels,Soda,Toothpaste,Apples
T000654 Bread,Frozen_Vegetables,Cream,Frozen_Pizza,Nuts,Trash_Bags
T000655 Juice,Crackers,Frozen_Vegetables,Ice_Cream,Soda,Tea,Apples
T000656 Pasta,Cheese,Juice,Dish_Soap,Soda
T000657 Soda,Chips,Bread,Deodorant,Chicken,Bananas,Dish_Soap,Nuts
T000658 Chicken,Vegetables,Paper_Towels,Cookies,Tomatoes,Chips,Milk
T000659 Frozen_Dinners,Juice
T000660 Tomatoes,Donuts,Oranges,Yogurt
T000661 Chicken,Water,Muffins,Lettuce,Butter,Cheese
T000662 Chicken,Dish_Soap
T000663 Muffins,Detergent,Crackers,Deodorant,Shampoo,Oranges,Bananas,Chicken
T000664 Cream,Sugar,Beef,Ice_Cream,Crackers,Milk,Apples
T000665 Shampoo,Toothpaste
T000666 Hamburger_Buns,Lettuce,Bread,Beef,Detergent,Oranges,Shampoo,Cream,Frozen_Vegetables
T000667 Rice,Vegetables,Cream,Frozen_Pizza,Turkey,Soap,Detergent,Butter,Chocolate
T000668 Beef,Chips,Cheese,Juice,Croissants,Oranges,Butter,Soap
T000669 Butter,Bread,Cheese,Bananas
T000670 Milk,Bananas,Chicken,Crackers,Tomatoes
T000671 Oranges,Beef,Frozen_Dinners,Frozen_Vegetables,Cookies
T000672 Lettuce,Cream,Croissants,Detergent,Shampoo,Frozen_Vegetables,Fish
T000673 Bread,Ice_Cream
T000674 Apples,Trash_Bags
T000675 Beef,Lettuce,Bagels,Coffee,Trash_Bags,Oranges,Butter,Detergent
T000676 Muffins,Butter,Turkey,Nuts
T000677 Shampoo,Tomatoes,Paper_Towels,Crackers,Toothpaste,Lettuce,Turkey
T000678 Tomatoes,Donuts,Yogurt,Soap,Turkey
T000679 Milk,Bananas,Croissants,Cookies
T000680 Milk,Apples,Water
T000681 Bread,Milk,Oranges,Beef,Apples
T000682 Juice,Apples,Chips,Beef,Shampoo,Tea
T000683 Milk,Bread,Paper_Towels,Frozen_Dinners,Frozen_Vegetables
T000684 Muffins,Yogurt,Juice,Chicken,Tea
T000685 Muffins,Coffee,Yogurt,Oranges
T000686 Soap,Bread,Frozen_Vegetables
T000687 Beef,Toothpaste,Nuts,Shampoo,Apples,Detergent,Pork
T000688 Beer,Chips,Nuts
T000689 Chips,Soda,Beef,Crackers,Butter,Juice
T000690 Crackers,Chips,Toothpaste
T000691 Bread,Cheese,Muffins
T000692 Butter,Frozen_Vegetables,Fish
T000693 Trash_Bags,Juice,Dish_Soap
T000694 Cheese,Chocolate,Soap
T000695 Fish,Soap,Turkey,Water,Crackers
T000696 Beer,Chips,Chicken,Apples,Croissants,Muffins,Chocolate,Cheese,Soda
T000697 Milk,Bread,Turkey,Lettuce,Oranges,Bananas,Chocolate
T000698 Bagels,Chocolate,Pork,Bananas,Soda
T000699 Milk,Water,Toothpaste,Bananas,Chocolate
T000700 Fish,Muffins,Water,Dish_Soap,Frozen_Pizza,Pork,Chocolate
T000701 Tomatoes,Detergent,Apples,Chips
T000702 Fish,Shampoo,Lettuce,Croissants
T000703 Tea,Dish_Soap,Pork
T000704 Cheese,Pasta,Juice,Toothpaste
T000705 Frozen_Vegetables,Detergent,Croissants
T000706 Lettuce,Tomatoes,Hamburger_Buns,Paper_Towels,Dish_Soap,Cream,Milk,Frozen_Pizza,Croissants
T000707 Bread,Chocolate
T000708 Frozen_Pizza,Trash_Bags,Bread,Dish_Soap,Detergent,Pork,Fish
T000709 Nuts,Chicken,Paper_Towels,Pork
T000710 Milk,Cereal,Bread,Pork,Ice_Cream,Chicken
T000711 Cookies,Bananas,Coffee,Pork,Milk,Apples,Cheese,Toothpaste
T000712 Muffins,Tea,Donuts,Chicken,Coffee,Crackers,Butter,Fish
T000713 Frozen_Dinners,Deodorant,Ice_Cream,Turkey,Detergent
T000714 Ice_Cream,Whipped_Cream,Soap,Milk,Dish_Soap,Fish,Cheese
T000715 Butter,Bread,Croissants,Bagels
T000716 Soda,Dip,Tomatoes,Cream,Toothpaste,Nuts,Bagels,Oranges
T000717 Chicken,Milk,Soap,Juice
T000718 Tomatoes,Coffee
T000719 Pasta,Tomato_Sauce,Turkey,Trash_Bags,Cookies,Bread,Yogurt,Fish,Tea,Tomatoes
T000720 Frozen_Pizza,Butter,Toothpaste
T000721 Muffins,Frozen_Vegetables,Bread,Cheese,Soap,Deodorant
T000722 Dip,Soda,Trash_Bags,Tea,Toothpaste,Oranges,Paper_Towels
T000723 Salsa,Beer,Lettuce,Yogurt,Bagels,Coffee,Bananas,Chicken
T000724 Beef,Paper_Towels,Dish_Soap,Soap,Juice,Frozen_Pizza
T000725 Crackers,Turkey
T000726 Muffins,Detergent,Shampoo,Ice_Cream,Cream
T000727 Muffins,Soap,Frozen_Pizza,Ice_Cream,Frozen_Vegetables,Fish
T000728 Beef,Tea,Milk,Muffins,Juice,Frozen_Dinners,Chicken,Crackers
T000729 Nuts,Shampoo,Milk,Trash_Bags
T000730 Beef,Paper_Towels,Bananas,Muffins,Bagels
T000731 Fish,Toothpaste,Frozen_Pizza,Coffee,Oranges,Bagels,Frozen_Vegetables
T000732 Turkey,Ice_Cream,Trash_Bags
T000733 Donuts,Cookies,Trash_Bags,Pork,Crackers,Bread,Dish_Soap,Frozen_Pizza
T000734 Shampoo,Turkey,Frozen_Dinners,Bread,Lettuce,Ice_Cream
T000735 Yogurt,Juice,Apples,Detergent,Beef,Dish_Soap
T000736 Peanut_Butter,Jelly,Cream,Trash_Bags,Lettuce,Fish,Frozen_Pizza,Dish_Soap,Chicken
T000737 Paper_Towels,Tomatoes,Lettuce,Cookies,Croissants,Milk
T000738 Lettuce,Coffee,Soda,Croissants,Turkey,Chocolate,Bananas
T000739 Chips,Deodorant,Oranges
T000740 Juice,Frozen_Pizza,Apples,Cheese,Nuts
T000741 Butter,Chicken
T000742 Chips,Dip,Yogurt,Nuts
T000743 Chocolate_Syrup,Ice_Cream,Beef,Croissants,Nuts,Juice,Fish
T000744 Juice,Frozen_Dinners,Pork
T000745 Ice_Cream,Deodorant,Milk,Bagels
T000746 Cream,Sugar,Bread,Fish,Soap,Lettuce
T000747 Chips,Detergent
T000748 Bagels,Detergent,Chocolate,Dish_Soap
T000749 Bread,Water,Soda,Donuts
T000750 Chicken,Frozen_Pizza,Croissants
T000751 Pork,Cheese,Cookies,Nuts,Croissants
T000752 Detergent,Nuts,Shampoo,Dish_Soap,Lettuce
T000753 Cheese,Pasta,Juice,Cookies,Cream,Yogurt,Soap
T000754 Lettuce,Beef,Tomatoes,Milk,Crackers
T000755 Frozen_Dinners,Pork,Muffins,Donuts
T000756 Milk,Bananas,Cheese,Tea,Dish_Soap,Tomatoes
T000757 Milk,Pork,Cookies,Bread,Tomatoes,Oranges
T000758 Trash_Bags,Detergent,Frozen_Pizza,Soda,Apples,Chocolate
T000759 Peanut_Butter,Jelly,Tomatoes,Oranges
T000760 Coffee,Bananas,Yogurt,Soda,Nuts
T000761 Bagels,Coffee,Tomatoes,Chips,Frozen_Pizza
T000762 Chips,Beer,Turkey,Nuts,Deodorant,Detergent,Bread,Trash_Bags
T000763 Lettuce,Paper_Towels
T000764 Butter,Milk,Lettuce,Dish_Soap
T000765 Fish,Chocolate
T000766 Cheese,Milk,Cookies
T000767 Ice_Cream,Toothpaste,Yogurt,Cookies
T000768 Water,Tea,Bananas,Butter,Chips
T000769 Deodorant,Detergent,Ice_Cream,Donuts,Lettuce,Frozen_Pizza
T000770 Detergent,Frozen_Dinners,Nuts,Soap,Cream,Chips,Tea
T000771 Chocolate_Syrup,Whipped_Cream,Frozen_Vegetables,Toothpaste
T000772 Chips,Bagels,Paper_Towels,Toothpaste,Lettuce
T000773 Oranges,Donuts,Soap,Butter,Yogurt,Bananas
T000774 Frozen_Vegetables,Chicken,Fish,Apples,Milk
T000775 Milk,Butter,Detergent,Fish,Tea,Bagels
T000776 Chocolate,Cream,Apples,Cheese,Detergent
T000777 Crackers,Chicken,Coffee,Bread,Paper_Towels,Shampoo,Soda
T000778 Shampoo,Croissants,Juice,Bagels,Cookies,Soda
T000779 Water,Trash_Bags
T000780 Toothpaste,Soap,Bagels,Tea,Juice
T000781 Beef,Tomatoes,Hamburger_Buns,Frozen_Pizza,Toothpaste,Cheese,Donuts,Oranges
T000782 Nuts,Croissants,Muffins,Crackers,Soda,Shampoo
T000783 Apples,Toothpaste,Soap,Bagels,Turkey,Paper_Towels
T000784 Butter,Milk,Bread,Oranges,Bananas,Cheese
T000785 Frozen_Vegetables,Apples
T000786 Tea,Yogurt,Paper_Towels
T000787 Chocolate_Syrup,Whipped_Cream,Lettuce,Bread,Crackers
T000788 Sugar,Coffee,Paper_Towels,Beef,Soda,Frozen_Vegetables,Cream,Lettuce
T000789 Beer,Salsa,Chicken,Juice,Nuts,Croissants
T000790 Butter,Bread,Bananas,Fish,Oranges,Dish_Soap,Chicken,Frozen_Vegetables,Milk
T000791 Milk,Deodorant,Frozen_Dinners,Frozen_Vegetables,Chicken,Lettuce,Bagels
T000792 Soda,Dip,Chicken,Frozen_Pizza,Nuts,Milk,Yogurt,Beef,Chips
T000793 Lettuce,Oranges,Muffins
T000794 Vegetables,Rice,Beef,Bagels
T000795 Bread,Milk,Crackers,Chicken,Frozen_Vegetables,Oranges,Soap,Cheese,Turkey,Donuts
T000796 Yogurt,Bananas,Dish_Soap,Juice,Soap,Bread
T000797 Crackers,Apples,Cream,Oranges,Donuts
T000798 Cookies,Oranges,Bread,Turkey,Bananas,Paper_Towels,Chocolate
T000799 Fish,Deodorant
T000800 Bread,Peanut_Butter,Water,Chocolate,Nuts,Cookies,Coffee,Fish,Frozen_Vegetables
T000801 Cereal,Milk,Coffee,Water,Juice
T000802 Pork,Cream,Beef
T000803 Muffins,Trash_Bags,Dish_Soap,Frozen_Dinners,Ice_Cream
T000804 Croissants,Turkey,Cheese,Bread
T000805 Cream,Coffee,Lettuce,Turkey,Shampoo,Bread,Beef,Deodorant
T000806 Bagels,Tomatoes,Juice
T000807 Tea,Cookies,Water,Paper_Towels,Donuts,Coffee,Milk
T000808 Detergent,Nuts,Lettuce,Ice_Cream,Frozen_Vegetables
T000809 Trash_Bags,Shampoo
T000810 Salsa,Chips,Pork,Croissants,Coffee,Dish_Soap,Butter
T000811 Hamburger_Buns,Beef,Chicken,Detergent,Fish
T000812 Bagels,Detergent,Croissants,Chicken
T000813 Deodorant,Bread,Ice_Cream,Paper_Towels,Bagels,Frozen_Dinners
T000814 Cheese,Beef,Nuts,Lettuce,Butter,Soda
T000815 Sugar,Cream,Soap,Water,Deodorant,Juice,Bread
T000816 Ice_Cream,Soda
